Ship;Date;hour;minute;UTC_Seconds;Latitude;Longitude
A-ST;2020-12-17 19:00:00;19;0;1608231600;28.062717;-15.39465
A-ST;2020-12-17 20:00:00;20;0;1608235200;28.062733;-15.3945
A-ST;2020-12-17 21:00:00;21;0;1608238800;28.063000000000002;-15.394682999999999
A-ST;2020-12-17 22:00:00;22;0;1608242400;28.063084000000003;-15.393832999999999
A-ST;2020-12-17 23:00:00;23;0;1608246000;28.062883000000003;-15.39385
A-VT;2020-12-17 00:00:00;0;0;1608163200;25.276556;55.285484
A-VT;2020-12-17 01:00:00;1;0;1608166800;25.276552;55.28548000000001
A-VT;2020-12-17 02:00:00;2;0;1608170400;25.276556;55.28548000000001
A-VT;2020-12-17 03:00:00;3;0;1608174000;25.276552;55.285477
A-VT;2020-12-17 04:00:00;4;0;1608177600;25.276556;55.285477
A-VT;2020-12-17 05:00:00;5;0;1608181200;25.27656;55.285484
A-VT;2020-12-17 06:00:00;6;0;1608184800;25.276564;55.28548000000001
A-VT;2020-12-17 07:00:00;7;0;1608188400;25.276571;55.285472999999996
A-VT;2020-12-17 08:00:00;8;0;1608192000;25.276569;55.285484
A-VT;2020-12-17 09:00:00;9;0;1608195600;25.276571;55.285488
A-VT;2020-12-17 10:00:00;10;0;1608199200;25.276556;55.285484
A-VT;2020-12-17 11:00:00;11;0;1608202800;25.276604000000003;55.285503000000006
A-VT;2020-12-17 12:00:00;12;0;1608206400;25.276557999999998;55.285495999999995
A-VT;2020-12-17 13:00:00;13;0;1608210000;25.276577;55.28548000000001
A-VT;2020-12-17 14:00:00;14;0;1608213600;25.276587;55.285495999999995
A-VT;2020-12-17 15:00:00;15;0;1608217200;25.276564;55.285488
A-VT;2020-12-17 16:00:00;16;0;1608220800;25.276566;55.285484
A-VT;2020-12-17 17:00:00;17;0;1608224400;25.276562;55.285484
A-VT;2020-12-17 18:00:00;18;0;1608228000;25.276567;55.285477
A-VT;2020-12-17 19:00:00;19;0;1608231600;25.276537;55.285492000000005
A-VT;2020-12-17 20:00:00;20;0;1608235200;25.276545000000002;55.285472999999996
A-VT;2020-12-17 21:00:00;21;0;1608238800;25.27656;55.28548000000001
A-VT;2020-12-17 22:00:00;22;0;1608242400;25.276556;55.285484
A-VT;2020-12-17 23:00:00;23;0;1608246000;25.276557999999998;55.285477
C-AT;2020-12-17 00:00:00;0;0;1608163200;31.413918;121.50028999999999
C-AT;2020-12-17 01:00:00;1;0;1608166800;31.413902;121.500275
C-AT;2020-12-17 02:00:00;2;0;1608170400;31.413898;121.500275
C-AT;2020-12-17 03:00:00;3;0;1608174000;31.413904;121.500267
C-AT;2020-12-17 04:00:00;4;0;1608177600;31.413921000000002;121.50025900000001
C-AT;2020-12-17 05:00:00;5;0;1608181200;31.413881;121.500275
C-AT;2020-12-17 06:00:00;6;0;1608184800;31.413904;121.500275
C-AT;2020-12-17 07:00:00;7;0;1608188400;31.413904;121.500267
C-AT;2020-12-17 08:00:00;8;0;1608192000;31.413890999999996;121.50031299999999
C-AT;2020-12-17 09:00:00;9;0;1608195600;31.413906;121.500298
C-AT;2020-12-17 10:00:00;10;0;1608199200;31.413878999999998;121.500298
C-AT;2020-12-17 11:00:00;11;0;1608202800;31.413859999999996;121.50031299999999
C-AT;2020-12-17 12:00:00;12;0;1608206400;31.413918;121.50028999999999
C-AT;2020-12-17 13:00:00;13;0;1608210000;31.413908000000003;121.500275
C-AT;2020-12-17 14:00:00;14;0;1608213600;31.413866;121.50028999999999
C-AT;2020-12-17 15:00:00;15;0;1608217200;31.413930999999998;121.500244
C-AT;2020-12-17 16:00:00;16;0;1608220800;31.413839000000003;121.500252
C-AT;2020-12-17 17:00:00;17;0;1608224400;31.413908000000003;121.500267
C-AT;2020-12-17 18:00:00;18;0;1608228000;31.413870000000003;121.50032
C-AT;2020-12-17 19:00:00;19;0;1608231600;31.413877000000003;121.500298
C-AT;2020-12-17 20:00:00;20;0;1608235200;31.413889;121.50028999999999
C-AT;2020-12-17 21:00:00;21;0;1608238800;31.413898;121.50028999999999
C-AT;2020-12-17 22:00:00;22;0;1608242400;31.413902;121.500267
C-AT;2020-12-17 23:00:00;23;0;1608246000;31.413902;121.500275
C-DI;2020-12-17 00:00:00;0;0;1608163200;42.101867999999996;11.770516
C-DI;2020-12-17 01:00:00;1;0;1608166800;42.101867999999996;11.770516
C-DI;2020-12-17 02:00:00;2;0;1608170400;42.101849;11.770516
C-DI;2020-12-17 03:00:00;3;0;1608174000;42.101849;11.770516
C-DI;2020-12-17 04:00:00;4;0;1608177600;42.101849;11.770516
C-DI;2020-12-17 05:00:00;5;0;1608181200;42.101867999999996;11.770516
C-DI;2020-12-17 06:00:00;6;0;1608184800;42.101849;11.770516
C-DI;2020-12-17 07:00:00;7;0;1608188400;42.101867999999996;11.770516
C-DI;2020-12-17 08:00:00;8;0;1608192000;42.101867999999996;11.770516
C-DI;2020-12-17 09:00:00;9;0;1608195600;42.101867999999996;11.770516
C-DI;2020-12-17 10:00:00;10;0;1608199200;42.101867999999996;11.770534
C-DI;2020-12-17 11:00:00;11;0;1608202800;42.101849;11.770516
C-DI;2020-12-17 12:00:00;12;0;1608206400;42.101867999999996;11.770516
C-DI;2020-12-17 13:00:00;13;0;1608210000;42.101867999999996;11.770516
C-DI;2020-12-17 14:00:00;14;0;1608213600;42.101849;11.770516
C-DI;2020-12-17 15:00:00;15;0;1608217200;42.101867999999996;11.770516
C-DI;2020-12-17 16:00:00;16;0;1608220800;42.101867999999996;11.770516
C-DI;2020-12-17 17:00:00;17;0;1608224400;42.101867999999996;11.770516
C-DI;2020-12-17 18:00:00;18;0;1608228000;42.101867999999996;11.770516
C-DI;2020-12-17 19:00:00;19;0;1608231600;42.101867999999996;11.770516
C-DI;2020-12-17 20:00:00;20;0;1608235200;42.101867999999996;11.770516
C-DI;2020-12-17 21:00:00;21;0;1608238800;42.101867999999996;11.770516
C-DI;2020-12-17 22:00:00;22;0;1608242400;42.101849;11.770516
C-DI;2020-12-17 23:00:00;23;0;1608246000;42.101867999999996;11.770516
C-FA;2020-12-17 00:00:00;0;0;1608163200;42.080086;11.758245
C-FA;2020-12-17 01:00:00;1;0;1608166800;42.080196;11.758280000000001
C-FA;2020-12-17 02:00:00;2;0;1608170400;42.080139;11.758341999999999
C-FA;2020-12-17 03:00:00;3;0;1608174000;42.080078;11.758436
C-FA;2020-12-17 04:00:00;4;0;1608177600;42.080288;11.758307
C-FA;2020-12-17 05:00:00;5;0;1608181200;42.080321999999995;11.758331
C-FA;2020-12-17 06:00:00;6;0;1608184800;42.080185;11.758415
C-FA;2020-12-17 07:00:00;7;0;1608188400;42.08025;11.758318
C-FA;2020-12-17 08:00:00;8;0;1608192000;42.080166;11.758389
C-FA;2020-12-17 09:00:00;9;0;1608195600;42.080490000000005;11.758515
C-FA;2020-12-17 10:00:00;10;0;1608199200;42.080456;11.758311
C-FA;2020-12-17 11:00:00;11;0;1608202800;42.080578;11.758364
C-FA;2020-12-17 12:00:00;12;0;1608206400;42.080681;11.758741
C-FA;2020-12-17 13:00:00;13;0;1608210000;42.080544;11.758425
C-FA;2020-12-17 14:00:00;14;0;1608213600;42.080601;11.758395
C-FA;2020-12-17 15:00:00;15;0;1608217200;42.08062;11.758424
C-FA;2020-12-17 16:00:00;16;0;1608220800;42.080349;11.758395
C-FA;2020-12-17 17:00:00;17;0;1608224400;42.080379;11.758449
C-FA;2020-12-17 18:00:00;18;0;1608228000;42.080490000000005;11.758488999999999
C-FA;2020-12-17 19:00:00;19;0;1608231600;42.080349;11.758357
C-FA;2020-12-17 20:00:00;20;0;1608235200;42.080421;11.758485
C-FA;2020-12-17 21:00:00;21;0;1608238800;42.080368;11.758522
C-FA;2020-12-17 22:00:00;22;0;1608242400;42.080265000000004;11.758527
C-FA;2020-12-17 23:00:00;23;0;1608246000;42.080296000000004;11.758510000000001
C-FO;2020-12-17 00:00:00;0;0;1608163200;42.07547;11.766862
C-FO;2020-12-17 01:00:00;1;0;1608166800;42.075558;11.766782000000001
C-FO;2020-12-17 02:00:00;2;0;1608170400;42.075503999999995;11.766728
C-FO;2020-12-17 03:00:00;3;0;1608174000;42.075497;11.766869
C-FO;2020-12-17 04:00:00;4;0;1608177600;42.075603;11.766827000000001
C-FO;2020-12-17 05:00:00;5;0;1608181200;42.075592;11.766817999999999
C-FO;2020-12-17 06:00:00;6;0;1608184800;42.075546;11.76688
C-FO;2020-12-17 07:00:00;7;0;1608188400;42.075542;11.766829
C-FO;2020-12-17 08:00:00;8;0;1608192000;42.075706;11.766815
C-FO;2020-12-17 09:00:00;9;0;1608195600;42.075661;11.766637
C-FO;2020-12-17 10:00:00;10;0;1608199200;42.075993;11.766985
C-FO;2020-12-17 11:00:00;11;0;1608202800;42.075866999999995;11.766902
C-FO;2020-12-17 12:00:00;12;0;1608206400;42.076091999999996;11.76675
C-FO;2020-12-17 13:00:00;13;0;1608210000;42.076229;11.76726
C-FO;2020-12-17 14:00:00;14;0;1608213600;42.076206;11.767183000000001
C-FO;2020-12-17 15:00:00;15;0;1608217200;42.076091999999996;11.767003
C-FO;2020-12-17 16:00:00;16;0;1608220800;42.075775;11.76682
C-FO;2020-12-17 17:00:00;17;0;1608224400;42.075821000000005;11.766938
C-FO;2020-12-17 18:00:00;18;0;1608228000;42.075878;11.766917999999999
C-FO;2020-12-17 19:00:00;19;0;1608231600;42.075813000000004;11.76685
C-FO;2020-12-17 20:00:00;20;0;1608235200;42.075912;11.766849
C-FO;2020-12-17 21:00:00;21;0;1608238800;42.075821000000005;11.767003
C-FO;2020-12-17 22:00:00;22;0;1608242400;42.075825;11.766905
C-FO;2020-12-17 23:00:00;23;0;1608246000;42.075813000000004;11.76693
C-FS;2020-12-17 00:00:00;0;0;1608163200;44.081814;9.857435
C-FS;2020-12-17 01:00:00;1;0;1608166800;44.081848;9.857485
C-FS;2020-12-17 02:00:00;2;0;1608170400;44.081848;9.857527000000001
C-FS;2020-12-17 03:00:00;3;0;1608174000;44.08186;9.857317
C-FS;2020-12-17 04:00:00;4;0;1608177600;44.081825;9.857408
C-FS;2020-12-17 05:00:00;5;0;1608181200;44.08181;9.857249000000001
C-FS;2020-12-17 06:00:00;6;0;1608184800;44.081814;9.857384
C-FS;2020-12-17 07:00:00;7;0;1608188400;44.081894;9.857332000000001
C-FS;2020-12-17 08:00:00;8;0;1608192000;44.081776;9.857352
C-FS;2020-12-17 09:00:00;9;0;1608195600;44.081829;9.857419
C-FS;2020-12-17 10:00:00;10;0;1608199200;44.081844;9.857376
C-FS;2020-12-17 11:00:00;11;0;1608202800;44.081841;9.857386
C-FS;2020-12-17 12:00:00;12;0;1608206400;44.081806;9.857388
C-FS;2020-12-17 13:00:00;13;0;1608210000;44.081982;9.857408
C-FS;2020-12-17 14:00:00;14;0;1608213600;44.081787;9.85725
C-FS;2020-12-17 15:00:00;15;0;1608217200;44.081837;9.857348
C-FS;2020-12-17 16:00:00;16;0;1608220800;44.081866999999995;9.85735
C-FS;2020-12-17 17:00:00;17;0;1608224400;44.081771999999994;9.85736
C-FS;2020-12-17 18:00:00;18;0;1608228000;44.081833;9.857237
C-FS;2020-12-17 19:00:00;19;0;1608231600;44.081833;9.85732
C-FS;2020-12-17 20:00:00;20;0;1608235200;44.081833;9.857246
C-FS;2020-12-17 21:00:00;21;0;1608238800;44.08181;9.857413000000001
C-FS;2020-12-17 22:00:00;22;0;1608242400;44.081825;9.857344
C-FS;2020-12-17 23:00:00;23;0;1608246000;44.081856;9.857447
C-LU;2020-12-17 00:00:00;0;0;1608163200;43.991661;9.864117
C-LU;2020-12-17 01:00:00;1;0;1608166800;43.991577;9.864161
C-LU;2020-12-17 02:00:00;2;0;1608170400;43.991535;9.864233
C-LU;2020-12-17 03:00:00;3;0;1608174000;43.991512;9.864235
C-LU;2020-12-17 04:00:00;4;0;1608177600;43.9916;9.864085000000001
C-LU;2020-12-17 05:00:00;5;0;1608181200;43.991665000000005;9.86398
C-LU;2020-12-17 06:00:00;6;0;1608184800;43.991772;9.863803
C-LU;2020-12-17 07:00:00;7;0;1608188400;43.991989000000004;9.863742
C-LU;2020-12-17 08:00:00;8;0;1608192000;44.004482;9.8556
C-LU;2020-12-17 09:00:00;9;0;1608195600;43.877311999999996;9.723339999999999
C-LU;2020-12-17 10:00:00;10;0;1608199200;43.749989;9.562023
C-LU;2020-12-17 11:00:00;11;0;1608202800;43.658676;9.450037
C-LU;2020-12-17 12:00:00;12;0;1608206400;43.622143;9.460955
C-LU;2020-12-17 13:00:00;13;0;1608210000;43.678432;9.603845
C-LU;2020-12-17 14:00:00;14;0;1608213600;43.737709;9.749363
C-LU;2020-12-17 15:00:00;15;0;1608217200;43.820782;9.847656
C-LU;2020-12-17 16:00:00;16;0;1608220800;43.935123;9.919088
C-LU;2020-12-17 17:00:00;17;0;1608224400;44.039333;9.906112
C-LU;2020-12-17 18:00:00;18;0;1608228000;44.038086;9.904638
C-LU;2020-12-17 19:00:00;19;0;1608231600;44.038123999999996;9.904722999999999
C-LU;2020-12-17 20:00:00;20;0;1608235200;44.038166;9.904783
C-LU;2020-12-17 21:00:00;21;0;1608238800;44.038136;9.904928
C-LU;2020-12-17 22:00:00;22;0;1608242400;44.037997999999995;9.904908
C-LU;2020-12-17 23:00:00;23;0;1608246000;44.038193;9.904922000000001
C-MD;2020-12-17 00:00:00;0;0;1608163200;1.321828;104.068794
C-MD;2020-12-17 01:00:00;1;0;1608166800;1.3223040000000001;104.06864200000001
C-MD;2020-12-17 02:00:00;2;0;1608170400;1.322249;104.068443
C-MD;2020-12-17 03:00:00;3;0;1608174000;1.2783959999999999;104.119972
C-MD;2020-12-17 04:00:00;4;0;1608177600;1.2768760000000001;104.28253199999999
C-MD;2020-12-17 05:00:00;5;0;1608181200;1.362182;104.419533
C-MD;2020-12-17 06:00:00;6;0;1608184800;1.462983;104.551239
C-MD;2020-12-17 07:00:00;7;0;1608188400;1.6037649999999999;104.661232
C-MD;2020-12-17 08:00:00;8;0;1608192000;1.780725;104.792694
C-MD;2020-12-17 09:00:00;9;0;1608195600;1.807752;104.69358100000001
C-MD;2020-12-17 10:00:00;10;0;1608199200;1.821541;104.509422
C-MD;2020-12-17 11:00:00;11;0;1608202800;1.8243479999999999;104.458389
C-MD;2020-12-17 12:00:00;12;0;1608206400;1.8246220000000002;104.458473
C-MD;2020-12-17 13:00:00;13;0;1608210000;1.824287;104.45826
C-MD;2020-12-17 14:00:00;14;0;1608213600;1.8243060000000002;104.458237
C-MD;2020-12-17 15:00:00;15;0;1608217200;1.824183;104.458023
C-MD;2020-12-17 16:00:00;16;0;1608220800;1.824346;104.458366
C-MD;2020-12-17 17:00:00;17;0;1608224400;1.824385;104.45832800000001
C-MD;2020-12-17 18:00:00;18;0;1608228000;1.8244330000000002;104.45839699999999
C-MD;2020-12-17 19:00:00;19;0;1608231600;1.824452;104.45841999999999
C-MD;2020-12-17 20:00:00;20;0;1608235200;1.824301;104.458298
C-MD;2020-12-17 21:00:00;21;0;1608238800;1.8247970000000002;104.458557
C-MD;2020-12-17 22:00:00;22;0;1608242400;1.824601;104.45854200000001
C-MD;2020-12-17 23:00:00;23;0;1608246000;1.8248650000000002;104.458694
C-ME;2020-12-17 00:00:00;0;0;1608163200;40.189739;10.434714
C-ME;2020-12-17 01:00:00;1;0;1608166800;40.468712;10.619081
C-ME;2020-12-17 02:00:00;2;0;1608170400;40.751507000000004;10.807203
C-ME;2020-12-17 03:00:00;3;0;1608174000;41.027351;10.991396
C-ME;2020-12-17 04:00:00;4;0;1608177600;41.300953;11.174206
C-ME;2020-12-17 05:00:00;5;0;1608181200;41.570633;11.355997
C-ME;2020-12-17 06:00:00;6;0;1608184800;41.841587;11.538491
C-ME;2020-12-17 07:00:00;7;0;1608188400;42.091881;11.717084
C-ME;2020-12-17 08:00:00;8;0;1608192000;42.097590999999994;11.776173
C-ME;2020-12-17 09:00:00;9;0;1608195600;42.097590999999994;11.776172
C-ME;2020-12-17 10:00:00;10;0;1608199200;42.097595;11.776173
C-ME;2020-12-17 11:00:00;11;0;1608202800;42.097590999999994;11.776175
C-ME;2020-12-17 12:00:00;12;0;1608206400;42.097603;11.776175
C-ME;2020-12-17 13:00:00;13;0;1608210000;42.097599;11.77617
C-ME;2020-12-17 14:00:00;14;0;1608213600;42.097590999999994;11.776175
C-ME;2020-12-17 15:00:00;15;0;1608217200;42.097595;11.776164999999999
C-ME;2020-12-17 16:00:00;16;0;1608220800;42.097599;11.776163
C-ME;2020-12-17 17:00:00;17;0;1608224400;42.097595;11.776172
C-ME;2020-12-17 18:00:00;18;0;1608228000;42.097590999999994;11.776164999999999
C-ME;2020-12-17 19:00:00;19;0;1608231600;42.08704;11.626313
C-ME;2020-12-17 20:00:00;20;0;1608235200;42.099056;11.306952
C-ME;2020-12-17 21:00:00;21;0;1608238800;42.161877000000004;11.001581
C-ME;2020-12-17 22:00:00;22;0;1608242400;42.310413;10.75044
C-ME;2020-12-17 23:00:00;23;0;1608246000;42.447196999999996;10.503789
C-MG;2020-12-17 00:00:00;0;0;1608163200;43.975609000000006;9.850430000000001
C-MG;2020-12-17 01:00:00;1;0;1608166800;43.975547999999996;9.850442
C-MG;2020-12-17 02:00:00;2;0;1608170400;43.975487;9.850508999999999
C-MG;2020-12-17 03:00:00;3;0;1608174000;43.975449;9.850475
C-MG;2020-12-17 04:00:00;4;0;1608177600;43.975739000000004;9.850389
C-MG;2020-12-17 05:00:00;5;0;1608181200;43.975574;9.850389999999999
C-MG;2020-12-17 06:00:00;6;0;1608184800;43.97612;9.84998
C-MG;2020-12-17 07:00:00;7;0;1608188400;43.977234;9.849901
C-MG;2020-12-17 08:00:00;8;0;1608192000;43.974838;9.84983
C-MG;2020-12-17 09:00:00;9;0;1608195600;43.854069;9.756198
C-MG;2020-12-17 10:00:00;10;0;1608199200;43.8083;9.555723
C-MG;2020-12-17 11:00:00;11;0;1608202800;43.846375;9.308578
C-MG;2020-12-17 12:00:00;12;0;1608206400;43.696166999999996;9.269422
C-MG;2020-12-17 13:00:00;13;0;1608210000;43.71307;9.507617999999999
C-MG;2020-12-17 14:00:00;14;0;1608213600;43.772018;9.732971000000001
C-MG;2020-12-17 15:00:00;15;0;1608217200;43.899757;9.916183
C-MG;2020-12-17 16:00:00;16;0;1608220800;44.023643;9.91748
C-MG;2020-12-17 17:00:00;17;0;1608224400;44.053284000000005;9.88943
C-MG;2020-12-17 18:00:00;18;0;1608228000;44.053425;9.889415
C-MG;2020-12-17 19:00:00;19;0;1608231600;44.053471;9.889397
C-MG;2020-12-17 20:00:00;20;0;1608235200;44.05352;9.889391999999999
C-MG;2020-12-17 21:00:00;21;0;1608238800;44.053436;9.889380000000001
C-MG;2020-12-17 22:00:00;22;0;1608242400;44.053467;9.889258
C-MG;2020-12-17 23:00:00;23;0;1608246000;44.053486;9.889301
C-PA;2020-12-17 00:00:00;0;0;1608163200;42.091808;11.784493
C-PA;2020-12-17 01:00:00;1;0;1608166800;42.091834999999996;11.784498
C-PA;2020-12-17 02:00:00;2;0;1608170400;42.091843;11.784507000000001
C-PA;2020-12-17 03:00:00;3;0;1608174000;42.091827;11.784487
C-PA;2020-12-17 04:00:00;4;0;1608177600;42.091827;11.784512
C-PA;2020-12-17 05:00:00;5;0;1608181200;42.091839;11.784507000000001
C-PA;2020-12-17 06:00:00;6;0;1608184800;42.091808;11.784485
C-PA;2020-12-17 07:00:00;7;0;1608188400;42.091824;11.784505000000001
C-PA;2020-12-17 08:00:00;8;0;1608192000;42.091831;11.784507000000001
C-PA;2020-12-17 09:00:00;9;0;1608195600;42.091812;11.784502999999999
C-PA;2020-12-17 10:00:00;10;0;1608199200;42.091843;11.78453
C-PA;2020-12-17 11:00:00;11;0;1608202800;42.091834999999996;11.784514999999999
C-PA;2020-12-17 12:00:00;12;0;1608206400;42.091805;11.784502999999999
C-PA;2020-12-17 13:00:00;13;0;1608210000;42.091815999999994;11.784510000000001
C-PA;2020-12-17 14:00:00;14;0;1608213600;42.091827;11.784507000000001
C-PA;2020-12-17 15:00:00;15;0;1608217200;42.091827;11.784498
C-PA;2020-12-17 16:00:00;16;0;1608220800;42.091834999999996;11.784487
C-PA;2020-12-17 17:00:00;17;0;1608224400;42.091808;11.784498
C-PA;2020-12-17 18:00:00;18;0;1608228000;42.091812;11.784502999999999
C-PA;2020-12-17 19:00:00;19;0;1608231600;42.091827;11.784509
C-PA;2020-12-17 20:00:00;20;0;1608235200;42.091815999999994;11.784502
C-PA;2020-12-17 21:00:00;21;0;1608238800;42.091812;11.784502
C-PA;2020-12-17 22:00:00;22;0;1608242400;42.09182;11.784502999999999
C-PA;2020-12-17 23:00:00;23;0;1608246000;42.09182;11.784509
C-SE;2020-12-17 00:00:00;0;0;1608163200;14.566258;120.85951200000001
C-SE;2020-12-17 01:00:00;1;0;1608166800;14.566564000000001;120.85945900000002
C-SE;2020-12-17 02:00:00;2;0;1608170400;14.56671;120.859596
C-SE;2020-12-17 03:00:00;3;0;1608174000;14.566726999999998;120.85956599999999
C-SE;2020-12-17 04:00:00;4;0;1608177600;14.566553;120.859642
C-SE;2020-12-17 05:00:00;5;0;1608181200;14.566504;120.859573
C-SE;2020-12-17 06:00:00;6;0;1608184800;14.566303;120.85953500000001
C-SE;2020-12-17 07:00:00;7;0;1608188400;14.566270000000001;120.85965
C-SE;2020-12-17 08:00:00;8;0;1608192000;14.566551;120.859467
C-SE;2020-12-17 09:00:00;9;0;1608195600;14.566423;120.85951999999999
C-SE;2020-12-17 10:00:00;10;0;1608199200;14.566189999999999;120.859703
C-SE;2020-12-17 11:00:00;11;0;1608202800;14.566251999999999;120.859604
C-SE;2020-12-17 12:00:00;12;0;1608206400;14.5662;120.85965
C-SE;2020-12-17 13:00:00;13;0;1608210000;14.566228;120.85968799999999
C-SE;2020-12-17 14:00:00;14;0;1608213600;14.566204999999998;120.859802
C-SE;2020-12-17 15:00:00;15;0;1608217200;14.566218;120.859627
C-SE;2020-12-17 16:00:00;16;0;1608220800;14.566267999999999;120.859528
C-SE;2020-12-17 17:00:00;17;0;1608224400;14.56616;120.859779
C-SE;2020-12-17 18:00:00;18;0;1608228000;14.566218;120.859581
C-SE;2020-12-17 19:00:00;19;0;1608231600;14.566367999999999;120.859505
C-SE;2020-12-17 20:00:00;20;0;1608235200;14.566239999999999;120.85954299999999
C-SE;2020-12-17 21:00:00;21;0;1608238800;14.566274;120.859489
C-SE;2020-12-17 22:00:00;22;0;1608242400;14.566185;120.859627
C-SE;2020-12-17 23:00:00;23;0;1608246000;14.566154000000001;120.859734
